player_1,rnd_1,player_2,rnd_2,board,n_rounds,score_1,score_2
crowny-i,0.1,crowny-i,0,,10,1,0
crowny-i,0,crowny-i,0.1,,10,0.5,0.5
crowny-i,0.1,crowny-i,0,,10,1,0
crowny-i,0,crowny-i,0.1,,10,1,0
crowny-i,0.1,crowny-i,0,,10,1,0
crowny-i,0,crowny-i,0.1,,10,0.5,0.5
crowny-i,0.1,crowny-i,0,,10,0.5,0.5
crowny-i,0,crowny-i,0.1,,10,1,0
crowny-i,0.1,crowny-i,0,,10,1,0
crowny-i,0,crowny-i,0.1,,10,0.5,0.5
crowny-i,0.1,crowny-i,0,,10,0.5,0.5
crowny-i,0,crowny-i,0.2,,10,0.5,0.5
crowny-i,0.2,crowny-i,0,,10,0.5,0.5
crowny-i,0,crowny-i,0.2,,10,0.5,0.5
crowny-i,0.2,crowny-i,0,,10,0.5,0.5
crowny-i,0,crowny-i,0.2,,10,0.5,0.5
crowny-i,0.2,crowny-i,0,,10,0.5,0.5
crowny-i,0,crowny-i,0.2,,10,0.5,0.5
crowny-i,0.2,crowny-i,0,,10,1,0
crowny-i,0,crowny-i,0.2,,10,1,0
crowny-i,0.2,crowny-i,0,,10,0.5,0.5
crowny-i,0,crowny-i,0.2,,10,0.5,0.5
crowny-i,0.2,crowny-i,0,,10,0,1
crowny-i,0,crowny-i,0.2,,10,0.5,0.5
crowny-i,0.2,crowny-i,0,,10,0.5,0.5
crowny-i,0,crowny-i,0.2,,10,0.5,0.5
crowny-i,0.2,crowny-i,0,,10,0.5,0.5
crowny-i,0,crowny-i,0.2,,10,1,0
crowny-i,0.2,crowny-i,0,,10,0.5,0.5
crowny-i,0,crowny-i,0.2,,10,0.5,0.5
crowny-i,0.2,crowny-i,0,,10,0.5,0.5
crowny-i,0,crowny-i,0.4,,10,1,0
crowny-i,0.4,crowny-i,0,,10,0.5,0.5
crowny-i,0,crowny-i,0.4,,10,0.5,0.5
crowny-i,0.4,crowny-i,0,,10,0,1
crowny-i,0,crowny-i,0.4,,10,1,0
crowny-i,0.4,crowny-i,0,,10,0.5,0.5
crowny-i,0,crowny-i,0.4,,10,0.5,0.5
crowny-i,0.4,crowny-i,0,,10,0.5,0.5
crowny-i,0,crowny-i,0.4,,10,0.5,0.5
crowny-i,0.4,crowny-i,0,,10,0.5,0.5
crowny-i,0,crowny-i,0.4,,10,0.5,0.5
crowny-i,0.4,crowny-i,0,,10,0.5,0.5
crowny-i,0,crowny-i,0.4,,10,0.5,0.5
crowny-i,0.4,crowny-i,0,,10,0.5,0.5
crowny-i,0,crowny-i,0.4,,10,0.5,0.5
crowny-i,0.4,crowny-i,0,,10,0.5,0.5
crowny-i,0,crowny-i,0.4,,10,0,1
crowny-i,0.4,crowny-i,0,,10,0.5,0.5
crowny-i,0,crowny-i,0.4,,10,0.5,0.5
crowny-i,0.4,crowny-i,0,,10,0.5,0.5
crowny-i,0,crowny-i,0.8,,10,0.5,0.5
crowny-i,0.8,crowny-i,0,,10,0.5,0.5
crowny-i,0,crowny-i,0.8,,10,1,0
crowny-i,0.8,crowny-i,0,,10,0,1
crowny-i,0,crowny-i,0.8,,10,0.5,0.5
crowny-i,0.8,crowny-i,0,,10,0.5,0.5
crowny-i,0,crowny-i,0.8,,10,0.5,0.5
crowny-i,0.8,crowny-i,0,,10,0.5,0.5
crowny-i,0,crowny-i,0.8,,10,0.5,0.5
crowny-i,0.8,crowny-i,0,,10,0,1
crowny-i,0,crowny-i,0.8,,10,0.5,0.5
crowny-i,0.8,crowny-i,0,,10,0.5,0.5
crowny-i,0,crowny-i,0.8,,10,1,0
crowny-i,0.8,crowny-i,0,,10,0,1
crowny-i,0,crowny-i,0.8,,10,1,0
crowny-i,0.8,crowny-i,0,,10,0,1
crowny-i,0,crowny-i,0.8,,10,0,1
crowny-i,0.8,crowny-i,0,,10,0,1
crowny-i,0,crowny-i,0.8,,10,1,0
crowny-i,0.8,crowny-i,0,,10,0.5,0.5
