player_1,rnd_1,player_2,rnd_2,board,n_rounds,score_1,score_2
crowny-v,0,crowny-v,0.8,,10,1,0
crowny-v,0.8,crowny-v,0,,10,0,1
crowny-v,0,crowny-v,0.8,,10,1,0
crowny-v,0.8,crowny-v,0,,10,0,1
crowny-v,0,crowny-v,0.8,,10,1,0
crowny-v,0.8,crowny-v,0,,10,0.5,0.5
crowny-v,0,crowny-v,0.8,,10,1,0
crowny-v,0.8,crowny-v,0,,10,0,1
crowny-v,0,crowny-v,0.8,,10,1,0
crowny-v,0.8,crowny-v,0,,10,1,0
crowny-v,0,crowny-v,0.8,,10,1,0
crowny-v,0.8,crowny-v,0,,10,0,1
crowny-v,0,crowny-v,0.8,,10,1,0
crowny-v,0.8,crowny-v,0,,10,1,0
crowny-v,0,crowny-v,0.8,,10,1,0
crowny-v,0.8,crowny-v,0,,10,1,0
